rank,dataset,field,family,question,unique_values,score,top_values_json
2737,260404_ADDO,q32_Lr1r2,switching_loyalty,,7,0.8481,"[[""2"", 6, 3, 0.5, 0.2359882005899705], [""5"", 142, 31, 0.21830985915492956, -0.04570194025509994], [""3"", 36, 8, 0.2222222222222222, -0.04178957718780729], [""__MISSING__"", 1022, 277, 0.2710371819960861, 0.007025382586056617], [""4"", 137, 35, 0.25547445255474455, -0.008537346855284955], [""6"", 8, 2, 0.25, -0.014011799410029502]]"
2738,260206_OC-BH,q50_Lr6,demographic_profile,ow likely are you to recommend Oldcastle to ?,9,0.8476,"[[""8"", 15, 4, 0.26666666666666666, 0.09337646333949476], [""9"", 18, 2, 0.1111111111111111, -0.0621790922160608], [""10"", 13, 3, 0.23076923076923078, 0.05747902744205888], [""__MISSING__"", 2097, 364, 0.17358130662851692, 0.00029110330134501927]]"
2739,260404_ADDO,q16r7,brand_funnel_ad,,3,0.8473,"[[""0"", 220, 65, 0.29545454545454547, 0.03144274604451597], [""__MISSING__"", 1131, 290, 0.2564102564102564, -0.007601542999773114]]"
2740,260404_ADDO,q32_Lr7r12,switching_loyalty,,6,0.8471,"[[""5"", 45, 16, 0.35555555555555557, 0.09154375614552607], [""4"", 60, 12, 0.2, -0.06401179941002949], [""3"", 21, 5, 0.23809523809523808, -0.02591656131479142], [""__MISSING__"", 1227, 325, 0.26487367563162184, 0.0008618762215923392]]"
2741,260206_OC-BH,q39r3,demographic_profile,,16,0.8456,"[[""30"", 10, 3, 0.3, 0.12670979667282808], [""25"", 11, 1, 0.09090909090909091, -0.08238111241808099], [""20"", 12, 3, 0.25, 0.0767097966728281], [""__MISSING__"", 2095, 363, 0.17326968973747017, -2.051358970173167e-05]]"
2742,260200_SBD,q27_Lr15,other,"Thinking about what [pipe: BRAND2RATE] stands for today, which best describes how the Stick Vacs category fits?",5,0.8455,"[[""1"", 23, 13, 0.5652173913043478, 0.12049058063090434], [""2"", 26, 13, 0.5, 0.05527318932655656], [""3"", 6, 3, 0.5, 0.05527318932655656], [""__MISSING__"", 730, 321, 0.4397260273972603, -0.0050007832761831406]]"
2743,251101_THD-CX,REGION,quota_classification,REGION,5,0.845,"[[""5"", 128, 0, 0.0, -0.06194225721784777], [""1"", 182, 6, 0.03296703296703297, -0.0289752242508148], [""4"", 505, 39, 0.07722772277227723, 0.015285465554429459], [""2"", 737, 53, 0.07191316146540028, 0.009970904247552509], [""3"", 353, 20, 0.056657223796033995, -0.005285033421813773]]"
2744,260206_OC-BH,q54r4,demographic_profile,,3,0.8443,"[[""1"", 227, 29, 0.1277533039647577, -0.0455368993624142], [""0"", 91, 11, 0.12087912087912088, -0.052411082448051025], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2745,260404_ADDO,q32_Lr3r5,switching_loyalty,,6,0.8432,"[[""5"", 77, 16, 0.2077922077922078, -0.056219591617821696], [""3"", 16, 3, 0.1875, -0.0765117994100295], [""__MISSING__"", 1197, 323, 0.2698412698412698, 0.0058294704312403245], [""4"", 59, 15, 0.2542372881355932, -0.009774511274436293]]"
2746,260206_OC-BH,q72r13,demographic_profile,,3,0.8432,"[[""0"", 309, 39, 0.1262135922330097, -0.047076611094162196], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2747,260404_ADDO,q32_Lr2r9,switching_loyalty,,7,0.8432,"[[""3"", 33, 5, 0.15151515151515152, -0.11249664789487798], [""5"", 38, 12, 0.3157894736842105, 0.05177767427418101], [""6"", 6, 1, 0.16666666666666666, -0.09734513274336284], [""2"", 10, 2, 0.2, -0.06401179941002949], [""__MISSING__"", 1223, 327, 0.26737530662305803, 0.003363507213028527], [""4"", 43, 11, 0.2558139534883721, -0.008197845921657398]]"
2748,260206_OC-BH,q67r4,demographic_profile,,3,0.8429,"[[""0"", 236, 30, 0.1271186440677966, -0.0461715592593753], [""1"", 82, 10, 0.12195121951219512, -0.051338983814976785], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2749,260206_OC-BH,q72r3,demographic_profile,,3,0.8428,"[[""0"", 228, 29, 0.12719298245614036, -0.04609722087103155], [""1"", 90, 11, 0.12222222222222222, -0.051067981104949686], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2750,260206_OC-BH,q54r3,demographic_profile,,3,0.8421,"[[""1"", 169, 21, 0.1242603550295858, -0.04902984829758611], [""0"", 149, 19, 0.12751677852348994, -0.04577342480368196], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2751,260300_ECHO,q21r7,channel_supplier,,4,0.8418,"[[""1"", 149, 45, 0.30201342281879195, -0.05111556824123359], [""2"", 110, 33, 0.3, -0.053128991060025554], [""__MISSING__"", 1204, 437, 0.36295681063122925, 0.00982781957120371], [""3"", 103, 38, 0.36893203883495146, 0.015803047774925916]]"
2752,260206_OC-BH,q132r4,ownership_use_product,,7,0.8414,"[[""4"", 36, 3, 0.08333333333333333, -0.08995686999383858], [""5"", 54, 13, 0.24074074074074073, 0.06745053741356882], [""3"", 16, 1, 0.0625, -0.1107902033271719], [""__MISSING__"", 2042, 355, 0.17384916748285995, 0.0005589641556880409], [""99"", 12, 2, 0.16666666666666666, -0.006623536660505247]]"
2753,260206_OC-BH,q67r14,demographic_profile,,3,0.8412,"[[""0"", 310, 39, 0.12580645161290321, -0.04748375171426869], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2754,260206_OC-BH,q57r11,demographic_profile,,2,0.8412,"[[""0"", 318, 40, 0.12578616352201258, -0.047504039805159326], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2755,260206_OC-BH,q57r12,demographic_profile,,2,0.8412,"[[""0"", 318, 40, 0.12578616352201258, -0.047504039805159326], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2756,260206_OC-BH,q57r13,demographic_profile,,2,0.8412,"[[""0"", 318, 40, 0.12578616352201258, -0.047504039805159326], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2757,260206_OC-BH,q57r14,demographic_profile,,2,0.8412,"[[""0"", 318, 40, 0.12578616352201258, -0.047504039805159326], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2758,260404_ADDO,q3r6,demographic_profile,,3,0.8404,"[[""3"", 387, 117, 0.3023255813953488, 0.03831378198531932], [""2"", 584, 142, 0.24315068493150685, -0.020861114478522652], [""1"", 385, 99, 0.2571428571428571, -0.006868942267172384]]"
2759,260206_OC-BH,q50_Lr10,demographic_profile,ow likely are you to recommend Calstone to ?,8,0.8391,"[[""10"", 19, 4, 0.21052631578947367, 0.03723611246230177], [""8"", 14, 3, 0.21428571428571427, 0.04099551095854237], [""__MISSING__"", 2109, 362, 0.1716453295400664, -0.0016448737871055108]]"
2760,260404_ADDO,q32_Lr3r13,switching_loyalty,,6,0.8378,"[[""5"", 46, 8, 0.17391304347826086, -0.09009875593176864], [""2"", 10, 1, 0.1, -0.1640117994100295], [""6"", 8, 1, 0.125, -0.1390117994100295], [""__MISSING__"", 1197, 323, 0.2698412698412698, 0.0058294704312403245], [""4"", 57, 15, 0.2631578947368421, -0.0008539046731874111], [""3"", 38, 10, 0.2631578947368421, -0.0008539046731874111]]"
2761,260200_SBD,q39_Lr13,demographic_profile,How does the idea of the Lunch Boxes category being powered by DEWALT batteries affect your trust in the products?,5,0.8377,"[[""5"", 11, 3, 0.2727272727272727, -0.17199953794617073], [""4"", 6, 4, 0.6666666666666666, 0.2219398559932232], [""3"", 6, 3, 0.5, 0.05527318932655656], [""__MISSING__"", 763, 340, 0.4456094364351245, 0.0008826257616810773]]"
2762,260404_ADDO,q14,channel_supplier,"Thinking about the signs at convenience stores / gas stations, which is most important to you?",6,0.8375,"[[""5"", 8, 4, 0.5, 0.2359882005899705], [""3"", 10, 4, 0.4, 0.13598820058997052], [""1"", 128, 29, 0.2265625, -0.0374492994100295], [""2"", 45, 11, 0.24444444444444444, -0.019567354965585065], [""__MISSING__"", 1145, 305, 0.2663755458515284, 0.002363746441498893], [""4"", 20, 5, 0.25, -0.014011799410029502]]"
2763,260206_OC-BH,q134_Lr3r7,ownership_use_product,,5,0.8346,"[[""5"", 13, 5, 0.38461538461538464, 0.21132518128821273], [""4"", 12, 3, 0.25, 0.0767097966728281], [""__MISSING__"", 2133, 367, 0.17205813408345053, -0.0012320692437213787]]"
2764,260401_-OC-CAN,qc,fielding_technical,New Single Select Question,2,0.8339,"[[""3"", 28, 6, 0.21428571428571427, -0.16929436646798693], [""__MISSING__"", 715, 279, 0.3902097902097902, 0.0066297094560889835]]"
2765,260401_-OC-CAN,q28r11,brand_funnel_ad,,2,0.8339,"[[""1"", 28, 6, 0.21428571428571427, -0.16929436646798693], [""0"", 715, 279, 0.3902097902097902, 0.0066297094560889835]]"
2766,260206_OC-BH,q39r5,demographic_profile,,16,0.8329,"[[""__MISSING__"", 2119, 369, 0.17413874469089194, 0.0008485413637200345]]"
2767,260404_ADDO,q26r5,other,,3,0.8328,"[[""1"", 22, 10, 0.45454545454545453, 0.19053365513542503], [""0"", 195, 49, 0.2512820512820513, -0.012729748127978224], [""__MISSING__"", 1139, 299, 0.26251097453906935, -0.001500824870960149]]"
2768,260206_OC-BH,q128r10,ownership_use_product,,3,0.8327,"[[""1"", 117, 11, 0.09401709401709402, -0.07927310931007789], [""__MISSING__"", 1791, 322, 0.17978782802903406, 0.006497624701862159], [""0"", 256, 42, 0.1640625, -0.009227703327171904]]"
2769,260206_OC-BH,q44r8,demographic_profile,,3,0.8325,"[[""1"", 92, 24, 0.2608695652173913, 0.08757936189021939], [""0"", 417, 65, 0.15587529976019185, -0.017414903566980056], [""__MISSING__"", 1655, 286, 0.172809667673716, -0.00048053565345590465]]"
2770,260111_Delta-Water-Filtration,q5r5c3,demographic_profile,,2,0.8323,"[[""1"", 114, 20, 0.17543859649122806, -0.08176761193449256], [""0"", 1239, 328, 0.26472962066182404, 0.007523412236103422]]"
2771,260403_Masterlock-Conjoint,q3r4,demographic_profile,,3,0.8319,"[[""2"", 327, 62, 0.18960244648318042, -0.03528838321114272], [""3"", 554, 138, 0.2490974729241877, 0.02420664322986457], [""1"", 35, 6, 0.17142857142857143, -0.05346225826575171]]"
2772,260200_SBD,q35_Lr5,matrix_attributes,How believable would it be for DEWALT Batteries to be used in products in the Safety - Flares/Lights category?,6,0.8277,"[[""3"", 10, 5, 0.5, 0.05527318932655656], [""__MISSING__"", 696, 311, 0.4468390804597701, 0.0021122697863266704], [""5"", 48, 21, 0.4375, -0.00722681067344344], [""4"", 29, 13, 0.4482758620689655, 0.003549051395522085]]"
2773,260206_OC-BH,q123r8,ownership_use_product,,5,0.8272,"[[""__MISSING__"", 2155, 373, 0.17308584686774942, -0.00020435645942248892]]"
2774,260206_OC-BH,q49_Lr3r9,demographic_profile,,5,0.8264,"[[""4"", 17, 6, 0.35294117647058826, 0.17965097314341635], [""5"", 35, 8, 0.22857142857142856, 0.05528122524425666], [""3"", 11, 1, 0.09090909090909091, -0.08238111241808099], [""__MISSING__"", 2098, 360, 0.17159199237368922, -0.0016982109534826872]]"
2775,260403_Masterlock-Conjoint,q9_Lr7,demographic_profile,[lockh.PNG]What type of environmental performance best describes the keyed padlock from the image?,4,0.8262,"[[""1"", 102, 29, 0.28431372549019607, 0.059422895795872926], [""2"", 185, 35, 0.1891891891891892, -0.03570164050513394], [""3"", 123, 23, 0.18699186991869918, -0.037898959775623964], [""__MISSING__"", 506, 119, 0.23517786561264822, 0.010287035918325083]]"
2776,260404_ADDO,q5r6c4,demographic_profile,,3,0.8256,"[[""0"", 354, 107, 0.3022598870056497, 0.038248087595620206], [""__MISSING__"", 1000, 250, 0.25, -0.014011799410029502]]"
2777,260206_OC-BH,q49_Lr11r14,demographic_profile,,5,0.8255,"[[""5"", 22, 7, 0.3181818181818182, 0.14489161485464627], [""4"", 14, 3, 0.21428571428571427, 0.04099551095854237], [""__MISSING__"", 2122, 364, 0.17153628652214892, -0.001753916805022987]]"
2778,260404_ADDO,q45,demographic_profile,Which of the following best describes the area in which you live?,3,0.8249,"[[""3"", 368, 112, 0.30434782608695654, 0.04033602667692704], [""2"", 666, 165, 0.24774774774774774, -0.01626405166228176], [""1"", 322, 81, 0.2515527950310559, -0.012459004378973626]]"
2779,260404_ADDO,q32_Lr1r9,switching_loyalty,,7,0.8223,"[[""4"", 137, 28, 0.20437956204379562, -0.05963223736623388], [""2"", 7, 1, 0.14285714285714285, -0.12115465655288665], [""6"", 20, 4, 0.2, -0.06401179941002949], [""5"", 114, 33, 0.2894736842105263, 0.025461884800496826], [""__MISSING__"", 1022, 277, 0.2710371819960861, 0.007025382586056617], [""3"", 51, 14, 0.27450980392156865, 0.01049800451153915]]"
2780,260306_TFG-Contractor-Index-Q2,outroR1_RD_Reviewr2,other,,2,0.8209,"[[""0"", 1115, 400, 0.35874439461883406, -0.0011481747634398687]]"
2781,260404_ADDO,q6r7,demographic_profile,,3,0.8204,"[[""__MISSING__"", 146, 46, 0.3150684931506849, 0.05105669374065541], [""0"", 898, 222, 0.24721603563474387, -0.016795763775285633], [""1"", 312, 90, 0.28846153846153844, 0.024449739051508934]]"
2782,260206_OC-BH,q49_Lr6r9,demographic_profile,,7,0.8201,"[[""3"", 12, 4, 0.3333333333333333, 0.1600431300061614], [""4"", 20, 2, 0.1, -0.0732902033271719], [""5"", 23, 5, 0.21739130434782608, 0.044101101020654176], [""__MISSING__"", 2097, 364, 0.17358130662851692, 0.00029110330134501927]]"
2783,260206_OC-BH,q38r6,demographic_profile,,7,0.8195,"[[""1"", 11, 0, 0.0, -0.1732902033271719], [""6"", 19, 5, 0.2631578947368421, 0.08986769140967019], [""3"", 14, 1, 0.07142857142857142, -0.10186163189860048], [""4"", 12, 1, 0.08333333333333333, -0.08995686999383858], [""5"", 28, 4, 0.14285714285714285, -0.030433060470029055], [""__MISSING__"", 2078, 364, 0.1751684311838306, 0.0018782278566586985]]"
2784,260206_OC-BH,q100r4,ownership_use_product,,3,0.8178,"[[""1"", 109, 27, 0.24770642201834864, 0.07441621869117673], [""0"", 128, 17, 0.1328125, -0.040477703327171904], [""__MISSING__"", 1927, 331, 0.1717695900363259, -0.001520613290846018]]"
2785,260300_ECHO,q11br1c3,ownership_use_product,,2,0.8167,"[[""1"", 257, 104, 0.4046692607003891, 0.05154026964036357], [""0"", 1309, 449, 0.3430099312452254, -0.010119059814800158]]"
2786,260206_OC-BH,q134_Lr3r10,ownership_use_product,,7,0.8143,"[[""__MISSING__"", 2133, 367, 0.17205813408345053, -0.0012320692437213787]]"
2787,260206_OC-BH,q49_Lr8r4,demographic_profile,,6,0.8139,"[[""5"", 21, 7, 0.3333333333333333, 0.1600431300061614], [""4"", 19, 2, 0.10526315789473684, -0.06802704543243507], [""3"", 10, 2, 0.2, 0.026709796672828107], [""__MISSING__"", 2108, 364, 0.17267552182163187, -0.0006146815055400323]]"
2788,260200_SBD,q15r3,other,,2,0.8135,"[[""0"", 283, 138, 0.4876325088339223, 0.042905698160478845], [""1"", 504, 212, 0.42063492063492064, -0.0240918900385228]]"
2789,260206_OC-BH,q50_Lr11,demographic_profile,ow likely are you to recommend Permacon to ?,7,0.8127,"[[""__MISSING__"", 2122, 364, 0.17153628652214892, -0.001753916805022987], [""10"", 11, 2, 0.18181818181818182, 0.008527978491009919]]"
2790,260206_OC-BH,q103_Lr9r3,ownership_use_product,,5,0.8126,"[[""5"", 31, 10, 0.3225806451612903, 0.1492904418341184], [""4"", 28, 4, 0.14285714285714285, -0.030433060470029055], [""__MISSING__"", 2078, 357, 0.1717998075072185, -0.0014903958199534162], [""3"", 24, 4, 0.16666666666666666, -0.006623536660505247]]"
2791,260206_OC-BH,q49_Lr11r11,demographic_profile,,6,0.8125,"[[""4"", 12, 4, 0.3333333333333333, 0.1600431300061614], [""5"", 21, 5, 0.23809523809523808, 0.06480503476806618], [""__MISSING__"", 2122, 364, 0.17153628652214892, -0.001753916805022987]]"
2792,260404_ADDO,q43r7,demographic_profile,,2,0.8112,"[[""0"", 578, 169, 0.29238754325259514, 0.028375743842565637], [""1"", 778, 189, 0.24293059125964012, -0.021081208150389386]]"
2793,260206_OC-BH,q128r6,ownership_use_product,,3,0.8079,"[[""0"", 288, 36, 0.125, -0.048290203327171904], [""__MISSING__"", 1791, 322, 0.17978782802903406, 0.006497624701862159], [""1"", 85, 17, 0.2, 0.026709796672828107]]"
2794,260206_OC-BH,q120r3,ownership_use_product,,6,0.8059,"[[""4"", 22, 5, 0.22727272727272727, 0.05398252394555536], [""5"", 29, 6, 0.20689655172413793, 0.033606348396966024], [""__MISSING__"", 2103, 360, 0.17118402282453637, -0.0021061805026355296]]"
2795,260206_OC-BH,q131r1,ownership_use_product,,3,0.8036,"[[""0"", 55, 4, 0.07272727272727272, -0.10056293059989918], [""1"", 54, 13, 0.24074074074074073, 0.06745053741356882], [""__MISSING__"", 2055, 358, 0.17420924574209246, 0.0009190424149205512]]"
2796,260206_OC-BH,q134_Lr3r14,ownership_use_product,,5,0.8036,"[[""__MISSING__"", 2159, 374, 0.1732283464566929, -6.185687047899346e-05]]"
2797,260206_OC-BH,q119r12,ownership_use_product,,6,0.8026,"[[""1"", 34, 2, 0.058823529411764705, -0.1144666739154072], [""2"", 26, 2, 0.07692307692307693, -0.09636712640409498], [""__MISSING__"", 1852, 331, 0.1787257019438445, 0.005435498616672585], [""3"", 79, 12, 0.1518987341772152, -0.02139146914995671], [""4"", 76, 12, 0.15789473684210525, -0.01539546648506665], [""5"", 97, 16, 0.16494845360824742, -0.008341749718924485]]"
2798,260206_OC-BH,q49_Lr2r6,demographic_profile,,6,0.8016,"[[""5"", 79, 19, 0.24050632911392406, 0.06721612578675215], [""3"", 42, 11, 0.2619047619047619, 0.08861455857759001], [""4"", 91, 13, 0.14285714285714285, -0.030433060470029055], [""__MISSING__"", 1932, 329, 0.17028985507246377, -0.0030003482547081295], [""99"", 14, 2, 0.14285714285714285, -0.030433060470029055]]"
2799,260206_OC-BH,q135_Lr9,ownership_use_product,ow likely are you to recommend MoistureShield to ?,10,0.8008,"[[""__MISSING__"", 2125, 370, 0.17411764705882352, 0.0008274437316516114]]"
2800,251205_TFG-Contractor-Index-Q1,possibleCLASSIFYr7,quota_classification,,2,0.7995,"[[""1"", 118, 4, 0.03389830508474576, -0.07658005482413807], [""0"", 760, 93, 0.12236842105263158, 0.011890061143747757]]"
2801,260206_OC-BH,q103_Lr9r10,ownership_use_product,,6,0.7969,"[[""5"", 37, 11, 0.2972972972972973, 0.12400709397012541], [""4"", 26, 4, 0.15384615384615385, -0.01944404948101805], [""__MISSING__"", 2078, 357, 0.1717998075072185, -0.0014903958199534162], [""3"", 16, 3, 0.1875, 0.014209796672828096]]"
2802,260200_SBD,q27_Lr8,other,"Thinking about what [pipe: BRAND2RATE] stands for today, which best describes how the Air Drones (Agriculture, Construction) category fits?",4,0.796,"[[""2"", 48, 16, 0.3333333333333333, -0.11139347734011013], [""3"", 17, 9, 0.5294117647058824, 0.08468495403243892], [""1"", 54, 26, 0.48148148148148145, 0.036754670808038015], [""__MISSING__"", 668, 299, 0.4476047904191617, 0.00287797974571824]]"
2803,260404_ADDO,q32_Lr4r6,switching_loyalty,,6,0.7949,"[[""6"", 6, 0, 0.0, -0.2640117994100295], [""5"", 72, 15, 0.20833333333333334, -0.05567846607669616], [""__MISSING__"", 1216, 326, 0.2680921052631579, 0.0040803058531284075], [""3"", 13, 3, 0.23076923076923078, -0.03324256864079872], [""4"", 47, 13, 0.2765957446808511, 0.012583945270821573]]"
2804,260404_ADDO,q17r3,brand_funnel_ad,,3,0.7938,"[[""1"", 13, 6, 0.46153846153846156, 0.19752666212843206], [""0"", 198, 45, 0.22727272727272727, -0.03673907213730224], [""__MISSING__"", 1145, 307, 0.26812227074235806, 0.004110471332328558]]"
2805,260404_ADDO,q32_Lr4r4,switching_loyalty,,5,0.7928,"[[""5"", 78, 17, 0.21794871794871795, -0.04606308146131155], [""4"", 51, 11, 0.21568627450980393, -0.04832552490022557], [""__MISSING__"", 1216, 326, 0.2680921052631579, 0.0040803058531284075], [""3"", 8, 2, 0.25, -0.014011799410029502]]"
2806,260300_ECHO,q14r14oe,channel_supplier,,4,0.7927,"[[""__MISSING__"", 1562, 552, 0.353393085787452, 0.0002640947274264449]]"
2807,260300_ECHO,q32_2026r9oe,switching_loyalty,"If you have not switched brands recently, what factors have kept you loyal to your current brand of outdoor power equipment? - Other (please specify)",5,0.7927,"[[""__MISSING__"", 1562, 552, 0.353393085787452, 0.0002640947274264449]]"
2808,260206_OC-BH,q103_Lr2r16,ownership_use_product,,5,0.7908,"[[""3"", 19, 1, 0.05263157894736842, -0.12065862437980349], [""4"", 30, 8, 0.26666666666666666, 0.09337646333949476], [""5"", 34, 8, 0.23529411764705882, 0.062003914319886916], [""__MISSING__"", 2077, 358, 0.17236398651901783, -0.0009262168081540789]]"
2809,260206_OC-BH,q103_Lr9r2,ownership_use_product,,6,0.7897,"[[""4"", 40, 12, 0.3, 0.12670979667282808], [""5"", 30, 4, 0.13333333333333333, -0.03995686999383857], [""3"", 13, 2, 0.15384615384615385, -0.01944404948101805], [""__MISSING__"", 2078, 357, 0.1717998075072185, -0.0014903958199534162]]"
